what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.context.tasks.ui",1355230526375
started,bundle,org.eclipse.mylyn.monitor.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.monitor.ui",1355230526390
started,bundle,org.eclipse.mylyn.tasks.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.tasks.ui",1355230526390
started,bundle,org.eclipse.mylyn.team.ui,3.8.2.v20120916-1200,"org.eclipse.mylyn.team.ui",1355230526390
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1355230526390
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1355230526390
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1355230526390
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1355230526390
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1355230526390
os,sysinfo,,,"win32",1355230526390
arch,sysinfo,,,"x86",1355230526390
ws,sysinfo,,,"win32",1355230526390
locale,sysinfo,,,"en_US",1355230526390
processors,sysinfo,,,"2",1355230526390
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1355230526390
java.runtime.version,sysinfo,,,"1.6.0_35-b10",1355230526390
java.specification.name,sysinfo,,,"Java Platform API Specification",1355230526390
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1355230526390
java.specification.version,sysinfo,,,"1.6",1355230526390
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1355230526390
java.version,sysinfo,,,"1.6.0_35",1355230526390
java.vm.info,sysinfo,,,"mixed mode",1355230526390
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1355230526390
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1355230526390
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1355230526390
java.vm.specification.version,sysinfo,,,"1.0",1355230526390
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1355230526390
java.vm.version,sysinfo,,,"20.10-b01",1355230526390
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1355230526437
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1355230526687
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1355230527171
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1355230529515
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1355230530453
started,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1355230533093
