what,kind,bundleId,bundleVersion,description,time
java.specification.version,sysinfo,,,"1.6",1355241525640
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1355241525640
java.version,sysinfo,,,"1.6.0_35",1355241525640
java.vm.info,sysinfo,,,"mixed mode",1355241525640
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1355241525640
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1355241525640
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1355241525640
java.vm.specification.version,sysinfo,,,"1.0",1355241525640
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1355241525640
java.vm.version,sysinfo,,,"20.10-b01",1355241525640
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20111128-0624,"org.eclipse.equinox.p2.transport.ecf",1355241525671
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1355241525687
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1355241525687
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1355241525703
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1355241525703
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1355241525718
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1355241525718
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1355241525781
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1355241525812
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1355241525812
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1355241526437
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1355241533984
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355241537562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355241540328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355241560312
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1355241561468
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1355241561468
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1355241561484
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1355241561484
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1355241561515
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1355241561531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355241564453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355241569718
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1355241569953
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1355241569968
started,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1355241570000
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1355241570015
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1355241570031
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1355241570093
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1355241570093
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1355241570156
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1355241570203
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1355241571015
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1355241576593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355241595687
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1355241869859
error,log,,,"Unable to read repository at http://download.jboss.org/jbosstools/updates/m2eclipse-wtp/content.xml.",1355242501406
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110815-1419,"org.eclipse.equinox.p2.extensionlocation",1355242501453
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.updatesite",1355242501500
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.publisher",1355242501515
error,log,,,"No repository found at jar:file:/D:/tools/eclipse-me-sdk-plugins-uc.zip!/.",1355242501546
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.101.v20110815-1419,"org.eclipse.equinox.p2.artifact.repository",1355242502687
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.v20110815-1419,"org.eclipse.equinox.p2.touchpoint.eclipse",1355242503171
error,log,,,"Unable to read repository at http://repository.tesla.io:8081/nexus/content/sites/m2e.extras/m2eclipse-buildhelper/0.15.0/N/0.15.0.201207090124/content.xml.",1355243480593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355244382312
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355244383671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355244386656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355244389656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355244391140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355244391156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355244393125
error,log,,,"Unable to read repository at http://download.eclipse.org/eclipse/updates/3.7/compositeContent.xml.",1355244456812
error,log,,,"Unable to read repository at http://subclipse.tigris.org/update_1.6.x/content.xml.",1355245433015
error,log,,,"Unable to read repository at http://download.eclipse.org/webtools/repository/indigo/compositeContent.xml.",1355246410234
error,log,,,"Unable to read repository at http://download.eclipse.org/releases/indigo/compositeContent.xml.",1355247386437
error,log,,,"Unable to read repository at https://repository.sonatype.org/content/repositories/forge-sites/m2e-extras/0.14.0/N/0.14.0.201108020602/content.xml.",1355248362656
error,log,,,"Unable to read repository at https://repository.sonatype.org/content/repositories/forge-sites/m2e-extras/0.15.0/N/0.15.0.201206251206/content.xml.",1355249338843
error,log,,,"Unable to read repository at http://download.eclipse.org/mylyn/releases/indigo/compositeContent.xml.",1355250315046
error,log,,,"Unable to read repository at http://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-surefire-plugin/2.10/content.xml.",1355251291281
started,bundle,org.eclipse.equinox.p2.director,2.1.1.v20111126-0211,"org.eclipse.equinox.p2.director",1355251291312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355316894062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355316895343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355316905906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355750427031
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1355750427343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355750428515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355750430625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355750432359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355750434109
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355750434500
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1355750436937
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1355750437015
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1355750437109
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1355834060734
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1355834060734
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1355834060734
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1355834060734
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1355834060734
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1355834060734
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1355834060734
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1355834060734
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1355834060734
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1355834060734
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1355834060734
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1355834060734
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1355834060734
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1355834060734
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1355834060734
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1355834060734
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1355834060734
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1355834060734
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1355834060812
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1355834060812
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1355834060859
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1355834060859
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1355834060859
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1355834060859
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1355834060859
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1355834060859
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1355834060859
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1355834060859
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1355834060875
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1355834060875
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1355834060875
