what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355154963046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355154966906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355154970218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355154973468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355154982546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355154985687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155014203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155014234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155021187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155021203
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1355155023953
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355155023968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155024000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155032265
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1355155034156
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1355155034156
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1355155034203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155034328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355155034343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155039031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155043546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155053640
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1355155057375
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1355155057656
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1355155057718
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1355155057750
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1355155057828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155057968
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1355155057968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155060328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155062859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355155062859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155067484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155072140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155075937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155081968
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1355155081984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155085562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155088078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355155088093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155093578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155105437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155107390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155116703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155118796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155119906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155123765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155136421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155136453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155142781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155142796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155144921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155148328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155149390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355155149406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155153515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155159109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155163750
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.ui",1355155168703
started,bundle,org.eclipse.wst.web.ui,1.1.500.v201111030500,"org.eclipse.wst.web.ui",1355155168703
started,bundle,org.eclipse.jst.j2ee.web,1.1.502.v201202090300,"org.eclipse.jst.j2ee.web",1355155168734
started,bundle,org.eclipse.jst.common.frameworks,1.1.501.v201201190400,"org.eclipse.jst.common.frameworks",1355155168750
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1355155168750
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.301.v20111010_1242,"org.eclipse.jst.server.tomcat.core",1355155168765
started,bundle,org.eclipse.jst.common.project.facet.ui,1.4.200.v201008182133,"org.eclipse.jst.common.project.facet.ui",1355155168843
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1355155217687
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1355155218140
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1355155218140
started,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1355155218140
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1355155218140
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1355155218156
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1355155218234
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1355155218531
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1355155218578
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355155218593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155218625
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1355155218750
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1355155218765
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1355155218765
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1355155218781
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1355155218781
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1355155218812
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1355155218812
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1355155218828
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1355155218953
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1355155218984
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1355155219515
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1355155219906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155226703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155231921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155239703
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1355155241812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155244734
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1355155244765
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1355155244812
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1355155245375
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1355155245390
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355155246171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155250359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355155252953
