what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1355147127343
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1355147127828
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1355147127906
started,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1355147127937
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1355147127968
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1355147128000
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1355147128296
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1355147129656
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1355147130484
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1355147130484
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1355147130609
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1355147130656
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1355147130843
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1355147130843
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1355147131000
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1355147131328
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1355147131406
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1355147131515
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1355147131765
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1355147131875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147132375
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1355147132406
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1355147132406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1355147132546
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1355147132578
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1355147133343
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355147135546
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1355147135625
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1355147135703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147140640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147153593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147155312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147158406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147169390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147180890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147182140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147183531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147190656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147193578
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1355147193578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355147193578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147199968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147254156
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1355147254187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147258984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147264765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147274234
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1355147314156
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1355147314296
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1355147314437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147328781
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1355147328812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147330390
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.301.v20111010_1242,"org.eclipse.jst.server.tomcat.core",1355147336515
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1355147336531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147400234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1355147400234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147408421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147408421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147408578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147432984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147446812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147448859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355147448875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147454640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147477531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147481609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147486875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147488328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147503609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147516203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147519359
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.move.element",1355147519375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147521937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147522921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355147522937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147526078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147533140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147537031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147543765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147548500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147549703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1355147549718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147552703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147560718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147561781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355147569921
