what,kind,bundleId,bundleVersion,description,time
error,log,,,"No repository found at jar:file:/D:/tools/eclipse-me-sdk-plugins-uc.zip!/.",1355151430125
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.101.v20110815-1419,"org.eclipse.equinox.p2.artifact.repository",1355151431062
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.v20110815-1419,"org.eclipse.equinox.p2.touchpoint.eclipse",1355151431203
error,log,,,"Unable to read repository at http://repository.tesla.io:8081/nexus/content/sites/m2e.extras/m2eclipse-buildhelper/0.15.0/N/0.15.0.201207090124/content.xml.",1355152407062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1355152542375
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355152544062
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1355152544109
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1355152544203
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1355152544312
error,log,,,"Core exception while retrieving the content description",1355152552578
error,log,,,"Core exception while retrieving the content description",1355152552593
error,log,,,"Core exception while retrieving the content description",1355152552593
error,log,,,"Core exception while retrieving the content description",1355152552609
error,log,,,"Core exception while retrieving the content description",1355152552625
error,log,,,"Core exception while retrieving the content description",1355152552625
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1355152552656
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1355152552687
started,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1355152552765
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1355152552796
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1355152552812
error,log,,,"Core exception while retrieving the content description",1355152566671
error,log,,,"Core exception while retrieving the content description",1355152566718
error,log,,,"Core exception while retrieving the content description",1355152567078
error,log,,,"Core exception while retrieving the content description",1355152567093
error,log,,,"Core exception while retrieving the content description",1355152567093
error,log,,,"Core exception while retrieving the content description",1355152567109
error,log,,,"Core exception while retrieving the content description",1355152567109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152580000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152724562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152728656
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1355152732375
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1355152732453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152748578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1355152748609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152749765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152763171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152766875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152766906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152767453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152793156
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1355152793296
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1355152793312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152795640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152832765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1355152832812
error,log,,,"Core exception while retrieving the content description",1355152832890
error,log,,,"Core exception while retrieving the content description",1355152832906
error,log,,,"Core exception while retrieving the content description",1355152832921
error,log,,,"Core exception while retrieving the content description",1355152832937
error,log,,,"Core exception while retrieving the content description",1355152832968
error,log,,,"Core exception while retrieving the content description",1355152832984
error,log,,,"Core exception while retrieving the content description",1355152833000
error,log,,,"Core exception while retrieving the content description",1355152833031
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1355152833078
error,log,,,"Core exception while retrieving the content description",1355152833593
error,log,,,"Core exception while retrieving the content description",1355152833593
error,log,,,"Core exception while retrieving the content description",1355152833609
error,log,,,"Core exception while retrieving the content description",1355152833609
error,log,,,"Core exception while retrieving the content description",1355152833625
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1355152834984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152835609
error,log,,,"Core exception while retrieving the content description",1355152845750
error,log,,,"Core exception while retrieving the content description",1355152845765
error,log,,,"Core exception while retrieving the content description",1355152845781
error,log,,,"Core exception while retrieving the content description",1355152845796
error,log,,,"Core exception while retrieving the content description",1355152845812
error,log,,,"Core exception while retrieving the content description",1355152845828
error,log,,,"Core exception while retrieving the content description",1355152845843
error,log,,,"Core exception while retrieving the content description",1355152845859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152845875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1355152845921
error,log,,,"Core exception while retrieving the content description",1355152846453
error,log,,,"Core exception while retrieving the content description",1355152846453
error,log,,,"Core exception while retrieving the content description",1355152846468
error,log,,,"Core exception while retrieving the content description",1355152846468
error,log,,,"Core exception while retrieving the content description",1355152846468
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1355152853421
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1355152853453
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1355152853546
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1355152853546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152858171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152875875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152883000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152884453
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1355152884500
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1355152885031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152894875
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1355152905312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152908296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1355152908328
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1355152912328
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1355152912343
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355152917343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152930546
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1355152938343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152949921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152951859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152956312
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1355152956343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152960953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152971734
error,log,,,"Could not set the project description for 'AppModel' because the project description file (.project) is out of sync with the file system.",1355152971765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152971875
error,log,,,"Exception while updating project references",1355152971890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152973390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152978984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152990031
error,log,,,"Could not set the project description for 'AppServices' because the project description file (.project) is out of sync with the file system.",1355152990062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152990093
error,log,,,"Exception while updating project references",1355152990187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152993796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355152998375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355153005609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355153012031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355153015968
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1355153027093
error,log,,,"Unable to read repository at http://download.eclipse.org/eclipse/updates/3.7/compositeContent.xml.",1355153029828
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1355153032281
closed,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1355153032281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355153036312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355153038078
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1355153038109
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1355153039140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1355153046531
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1355153050843
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1355153050906
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1355153054562
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1355153056375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355153076609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355153085640
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1355153085656
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355153087968
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1355153088093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.restartWorkbench",1355153088562
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1355153088703
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1355153088750
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1355153101109
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1355153101109
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1355153101125
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1355153101125
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1355153101359
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1355153101375
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1355153101390
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1355153101421
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1355153101453
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1355153101453
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1355153101453
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1355153101484
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1355153101484
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1355153101500
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1355153101500
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1355153101500
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1355153101515
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1355153101515
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1355153101515
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1355153101515
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1355153101515
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1355153101531
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1355153101546
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1355153101546
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1355153101546
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1355153101546
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1355153101546
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1355153101546
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1355153101546
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1355153101546
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1355153101562
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1355153101562
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1355153101562
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1355153101578
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1355153101578
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1355153101593
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1355153101593
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1355153101593
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1355153101593
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1355153101593
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1355153101593
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1355153101609
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1355153101609
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1355153101687
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1355153101703
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1355153101703
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1355153101703
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1355153101703
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1355153101703
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1355153101703
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1355153101718
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1355153101718
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1355153101718
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1355153101718
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1355153101718
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1355153101718
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1355153101718
started,bundle,org.eclipse.jst.common.frameworks,1.1.501.v201201190400,"org.eclipse.jst.common.frameworks",1355153101718
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1355153101718
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1355153101718
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1355153101718
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1355153101718
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1355153101718
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1355153101718
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1355153101718
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1355153101718
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1355153101718
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1355153101734
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1355153101734
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1355153101734
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1355153101734
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1355153101750
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1355153101750
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1355153101750
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1355153101750
